S. No.,Timestamp,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Platform,Hours,earnings,whyplay,League,highestleague,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Playstyle,accept,GAD_T,SWL_T,SPIN_T
1748,42054.67663,0,0,0,0,0,0,0,Not difficult at all,6,6,6,4,4,PC,12,I play for fun,having fun,Silver 4,NA,5,2,1,1,2,0,1,0,1,3,0,0,0,0,1,1,0,0,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,0,26,13
1749,42054.67665,0,0,0,0,1,0,0,Somewhat difficult,6,6,6,5,5,PC,50,I play for fun,having fun,platinum V,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,1,28,0
1750,42054.67665,3,2,2,0,0,0,1,Not difficult at all,2,4,3,3,5,PC,15,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,Master,NA,10,0,2,4,3,4,3,3,4,3,2,0,3,0,3,4,0,2,2,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,8,17,40
1751,42054.67669,0,0,0,0,0,0,0,NA,3,2,2,2,1,PC,20,I play for fun,improving,Platinum 1,NA,15,1,1,1,3,0,1,0,1,3,2,4,0,1,1,0,0,1,2,Female,20,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,0,10,20
1752,42054.6767,0,0,0,0,1,1,0,Somewhat difficult,5,6,3,2,2,PC,20,I play for fun,having fun,gold 5,NA,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,2,18,4
1753,42054.6767,0,0,0,0,0,0,1,Not difficult at all,6,6,6,5,5,PC,20,low money wage each month,having fun,"diamond 2 soloq, challenger tier 5v5",NA,10,2,0,2,1,3,2,0,2,2,1,4,3,2,0,3,2,2,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,1,28,31
1755,42054.67674,1,0,0,1,1,2,0,Somewhat difficult,1,2,3,2,2,PC,12,I play for fun,improving,bronze 3,NA,12,1,2,1,1,3,1,2,1,0,1,0,2,0,1,0,1,0,3,Male,18,Employed,Multiplayer - online - with real life friends,Accept,5,10,17
1756,42054.67677,0,1,1,2,0,3,2,Somewhat difficult,5,6,6,6,5,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,platinum 4,NA,20,2,1,0,0,0,3,2,0,1,0,3,0,0,0,0,0,2,2,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,NA,9,28,14
1757,42054.67679,0,0,0,0,0,2,1,Somewhat difficult,3,3,3,4,2,PC,25,I play for fun,having fun,Gold 2,NA,49,0,3,4,4,0,1,1,2,4,2,1,1,2,1,1,0,3,1,Male,19,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,3,15,30
1758,42054.67679,1,0,0,2,0,0,0,Not difficult at all,5,3,6,6,2,PC,20,I play for fun,having fun,Gold III,NA,10,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,2,Male,19,Employed,Multiplayer - online - with real life friends,Accept,3,22,6
1759,42054.67682,0,0,0,0,0,0,0,Not difficult at all,4,2,6,6,2,PC,32,I play for fun,winning,platinum,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,0,20,0
1760,42054.67683,2,2,2,3,3,3,3,Somewhat difficult,2,6,5,5,4,PC,30,I play for fun,having fun,"Unranked, Season 4 was silver 3",NA,2,2,3,3,3,4,4,4,3,4,2,3,1,0,3,4,0,4,1,Female,18,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,18,22,47
1761,42054.67688,0,1,3,1,0,2,1,Somewhat difficult,1,2,1,5,7,PC,20,I play for fun,having fun,Platinum,NA,16,1,3,1,2,0,0,0,3,1,0,0,0,0,0,0,0,0,5,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,8,16,11
1762,42054.6769,3,3,3,1,0,1,2,Somewhat difficult,3,2,5,2,2,PC,35,I earn a living by playing this game,winning,Platin 2,NA,10,1,2,3,3,4,3,0,4,3,2,1,3,2,3,4,1,3,3,Male,22,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,13,14,42
1763,42054.67691,1,1,2,0,0,1,0,Not difficult at all,6,5,6,6,5,PC,10,I play for fun,winning,Gold III,NA,21,1,2,0,0,1,1,1,0,0,0,2,2,0,1,0,0,1,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,5,28,12
1764,42054.67692,0,0,1,0,0,1,1,Not difficult at all,2,5,5,2,1,PC,20,I play for fun,winning,Platinum,NA,1,2,1,1,1,2,1,0,1,1,1,3,1,0,1,1,1,2,3,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,3,15,20
1765,42054.67693,3,3,3,3,2,0,1,Not difficult at all,2,2,1,1,2,PC,20,Nothing better to actually do.,having fun,"Unraked atm,Plat 2 last season.",NA,2,0,0,0,3,0,2,0,4,4,0,1,0,0,0,0,0,0,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,15,8,14
1766,42054.67695,1,0,0,0,1,1,0,Not difficult at all,5,5,5,5,5,PC,20,I play for fun,improving,gold V,NA,2,1,1,2,3,0,1,1,2,2,2,3,0,0,0,0,0,0,3,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,3,25,18
1767,42054.67695,3,3,3,3,0,3,1,Very difficult,1,2,2,2,1,PC,20,I play for fun,improving,Diamond,NA,12,2,2,1,3,3,3,1,0,0,2,0,2,0,1,2,1,0,3,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,16,8,23
1768,42054.67697,0,0,1,0,0,1,0,Not difficult at all,3,5,5,3,6,PC,12,I play for fun,having fun,silver,NA,2,1,2,2,2,0,1,1,1,2,1,4,0,0,2,0,0,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,2,22,19
1769,42054.67697,1,0,1,0,0,1,1,Not difficult at all,1,2,2,2,2,PC,40,I play for fun,having fun,gold 3,NA,0,1,0,1,3,2,3,1,1,3,3,2,1,1,2,2,0,1,1,Male,22,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,4,9,27
1770,42054.67707,0,0,1,0,0,1,0,Somewhat difficult,3,5,4,4,3,PC,20,I play for fun,having fun,Gold,NA,10,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,2,19,7
1771,42054.67708,0,2,2,0,0,0,0,Somewhat difficult,2,4,3,3,4,PC,20,"used to win some tournaments, stopped though",having fun,diamond,NA,30,2,1,1,3,1,1,0,1,2,0,0,0,0,0,2,1,1,2,Male,19,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,4,16,16
1772,42054.67711,1,0,0,0,0,1,1,Not difficult at all,6,7,6,6,5,PC,22,I play for fun,All of the above,NA,NA,15,0,1,1,3,3,2,1,3,2,1,1,0,0,2,1,0,2,3,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,3,30,23
1773,42054.67712,1,1,1,1,1,2,2,Very difficult,2,2,3,1,1,PC,35,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",relaxing,"Gold 2 SoloQue, Platinum 1 Ranked 5s, Diamond 5 Ranked 3s",NA,20,0,1,3,3,0,1,1,4,4,1,4,1,0,4,3,1,2,1,Male,20,Unemployed / between jobs,Multiplayer - Online - With my girlfriend,Accept,9,9,33
1774,42054.67713,1,1,2,1,0,0,2,Somewhat difficult,2,2,2,2,3,PC,20,I play for fun,improving,Gold,NA,20,2,0,3,3,3,3,1,2,3,2,0,1,0,3,2,2,3,4,Male,21,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,7,11,33
1775,42054.67718,1,0,2,0,0,0,0,Not difficult at all,2,5,2,4,6,PC,1,I play for fun,improving,Silver,NA,10,2,3,2,4,0,1,1,4,4,0,0,0,0,2,0,2,1,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,3,19,26
1776,42054.67719,0,0,0,0,0,1,0,Not difficult at all,5,6,6,5,5,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Unranked,NA,4,2,1,1,1,3,3,2,3,0,2,4,3,0,2,4,0,1,2,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,1,27,32
1777,42054.67719,1,0,0,0,2,1,0,Not difficult at all,2,6,6,5,2,PC,20,I play for fun,winning,Platinum V,NA,5,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,4,21,6
1779,42054.67721,1,0,0,1,0,0,0,Not difficult at all,5,7,6,7,4,PC,5,I play for fun,improving,Silver,NA,20,0,1,2,3,2,1,1,2,2,1,0,1,0,2,1,0,1,3,Male,28,Employed,Multiplayer - online - with strangers,Accept,2,29,20
1780,42054.67721,1,0,1,2,1,1,1,Not difficult at all,2,4,4,3,5,PC,10,I play for fun,having fun,Bronze III,NA,15,2,1,1,0,2,2,0,1,0,0,1,2,1,0,0,1,0,2,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,7,18,14
1781,42054.67721,2,1,1,3,1,1,1,Somewhat difficult,3,6,6,2,2,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Diamond 4,NA,16,1,0,1,3,2,3,2,1,4,2,1,0,0,1,2,0,1,3,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,10,19,24
1782,42054.67723,0,1,1,0,0,0,0,Not difficult at all,1,1,1,1,1,PC,14,I play for fun,having fun,Silver,NA,20,3,3,2,1,0,3,2,0,0,1,1,0,0,2,0,1,0,2,Male,23,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,2,5,19
1783,42054.67729,1,1,2,2,1,1,1,Not difficult at all,2,2,2,2,7,PC,20,I play for fun,improving,platinum,NA,14,1,3,3,3,3,3,3,2,4,3,3,3,3,1,3,1,3,4,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,9,15,45
1784,42054.6773,0,0,0,0,0,0,0,Not difficult at all,5,6,6,5,5,PC,20,I play for fun,having fun,Gold,NA,12,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,0,27,6
1785,42054.67734,0,0,1,0,0,0,0,Not difficult at all,5,6,3,5,3,PC,20,I play for fun,having fun,NA,NA,5,2,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,Male,25,Employed,Multiplayer - online - with real life friends,Accept,1,22,11
1786,42054.67735,1,0,0,0,0,1,0,Not difficult at all,4,5,6,3,3,PC,25,I play for fun,having fun,Gold I,NA,2,0,2,1,1,0,1,1,0,0,0,2,0,0,1,1,0,2,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,2,21,12
1787,42054.67735,0,0,1,1,0,0,0,NA,5,5,5,2,1,PC,60,I play for fun,winning,Gold ,NA,15,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,2,18,5
1788,42054.67744,2,2,0,1,0,1,1,Somewhat difficult,2,6,3,2,2,PC,35,I play for fun,improving,Silver,NA,6,2,2,0,1,2,2,1,1,2,1,3,3,3,2,2,3,3,1,Male,23,Employed,Multiplayer - online - with real life friends,Accept,7,15,33
1789,42054.67745,0,0,0,0,0,0,0,Not difficult at all,5,5,5,5,4,PC,20,I play for fun,having fun,Platinum,NA,16,2,2,3,3,2,4,2,3,4,2,4,3,2,1,2,2,2,2,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,NA,0,24,43
1790,42054.67749,0,0,0,0,0,2,0,Not difficult at all,4,6,3,2,4,PC,60,I play for fun,Winning & having fun,NA,NA,0,0,0,2,3,1,1,0,3,1,NA,4,0,0,0,1,0,0,1,Male,19,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,2,19,NA
1791,42054.6775,2,2,1,2,1,2,1,Somewhat difficult,5,6,6,4,3,PC,32,I play for fun,winning,NA,NA,16,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,Male,18,Student at school,Singleplayer,Accept,11,24,9
1792,42054.67751,0,0,0,0,0,1,0,Not difficult at all,2,3,5,3,5,PC,35,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,dia 4,NA,1,0,1,1,1,0,1,2,0,0,1,2,0,1,1,0,0,1,4,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,1,18,12
1793,42054.67752,0,0,0,0,0,0,0,Not difficult at all,6,7,7,7,6,PC,3,I play for fun,improving,Diamond,NA,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Male,23,Student at college / university,Singleplayer,Accept,0,33,2
1794,42054.6776,0,0,0,0,0,0,0,Not difficult at all,4,5,5,4,5,PC,15,I play for fun,improving,Platinum 5,NA,20,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,0,23,4
1795,42054.67765,0,0,0,0,0,0,0,NA,5,6,5,4,3,PC,30,I play for fun,having fun,Diamond 5,NA,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Male,20,Student at college / university,Either single player or multiplayer with RL friends,Accept,0,23,5
1796,42054.67766,0,0,0,0,0,0,0,Not difficult at all,2,3,6,2,5,PC,8,I play for fun,having fun,Silver,NA,20,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Male,26,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,0,18,4
1797,42054.67768,2,1,2,2,2,2,1,Very difficult,3,3,3,3,3,PC,10,I play for fun,having fun,Silver,NA,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,Male,25,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,12,15,5
1798,42054.67774,1,1,1,0,0,0,1,Not difficult at all,6,7,6,4,7,PC,35,I play for fun,improving,GOLD,NA,2,2,2,4,4,0,4,2,4,2,2,4,1,0,4,4,1,4,5,Male,24,Employed,Multiplayer - online - with real life friends,Accept,4,30,44
1799,42054.67774,1,1,0,0,1,1,1,Somewhat difficult,5,6,3,4,1,PC,30,I play for fun,having fun,Silver 1 (98 frelling points. two points off!),NA,15,1,3,0,0,3,1,4,1,1,1,1,2,3,1,2,1,3,1,Male,27,Student at college / university,Multiplayer - online - with strangers,Accept,5,19,28
1800,42054.67774,0,0,0,0,0,2,0,Not difficult at all,2,3,4,3,1,PC,10,I play for fun,having fun,Silver 5,NA,25,0,3,0,0,1,0,2,1,3,0,2,3,0,2,3,0,NA,1,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,13,NA
1801,42054.67775,0,0,2,3,0,0,0,Somewhat difficult,2,6,2,2,2,PC,30,I play for fun,improving,Gold,NA,8,1,2,1,1,0,0,1,1,2,0,3,0,0,1,0,0,0,2,Male,22,Student at college / university,Multiplayer - online - with real life friends,Accept,5,14,13
1802,42054.67776,0,0,0,0,0,0,0,NA,5,5,6,5,3,PC,18,I play for fun,having fun,Gold,NA,30,0,2,0,0,2,0,0,1,1,0,3,1,0,1,3,0,1,4,Male,23,Student at college / university,Multiplayer - online - with strangers,Accept,0,24,15
1803,42054.67782,1,0,1,0,0,0,0,Somewhat difficult,3,7,6,6,3,PC,14,I play for fun,having fun,Gold,NA,4,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,2,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,2,25,5
1804,42054.67789,3,0,3,0,2,1,1,Not difficult at all,4,6,6,4,3,PC,7,I play for fun,having fun,unranked,NA,5,3,3,1,0,1,2,2,0,4,1,4,0,0,2,1,0,0,2,Male,23,Student at college / university,Multiplayer - online - with strangers,Accept,10,23,24
1805,42054.67791,1,0,0,1,0,0,1,Extremely difficult,3,6,4,5,4,PC,7,I play to fill the void,having fun,League of legends,NA,14,2,1,3,4,2,3,1,2,4,2,2,0,2,3,3,1,3,2,Male,19,Employed,Singleplayer,Accept,3,22,38
1806,42054.67793,2,1,2,2,0,3,0,Very difficult,2,3,4,3,2,PC,10,I play for fun,relaxing,Platinum,NA,4,1,1,2,0,2,1,2,0,2,0,2,1,3,2,1,0,2,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,10,14,22
1807,42054.67793,0,0,2,0,0,0,0,Somewhat difficult,1,6,1,1,5,PC,10,I play for fun,having fun,unranked,NA,40,1,0,1,3,0,4,1,3,3,0,4,1,0,2,0,0,1,1,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,14,24
1808,42054.67797,2,3,2,1,1,1,1,Somewhat difficult,2,5,3,1,4,PC,20,I play for fun,having fun,Gold,NA,0,2,1,3,2,3,3,2,4,4,3,4,3,2,2,3,3,2,2,Female,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,11,15,46
1809,42054.67802,0,0,0,0,0,0,0,Not difficult at all,5,4,6,6,5,PC,8,I play for fun,improving,Bronze I,NA,5,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,1,3,Male,24,Employed,Multiplayer - online - with strangers,Accept,0,26,7
1812,42054.67811,3,3,3,3,0,0,3,Extremely difficult,1,1,1,1,3,PC,20,I play for fun,Distracting myself from the multiple disorders I have on bad days while on good days I don't play as much.,Diamond,NA,2,0,2,2,2,2,2,1,2,4,2,2,2,4,2,2,0,4,1,Male,21,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,15,7,35
1813,42054.67814,0,0,0,0,0,1,0,Not difficult at all,5,6,6,3,3,PC,20,I play for fun,having fun,NA,NA,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,Male,18,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,1,23,5
1814,42054.67816,0,1,1,0,0,0,1,Not difficult at all,5,5,5,3,4,PC,12,I play for fun,improving,Silver ,NA,25,0,0,0,1,2,0,1,0,0,0,1,0,0,0,1,4,0,3,Male,21,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,3,22,10
1815,42054.6782,1,0,0,0,0,0,0,Somewhat difficult,2,4,4,2,2,PC,28,I play for fun,having fun,silver 1,NA,15,1,0,1,1,2,3,4,1,2,0,1,1,0,2,1,1,3,2,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,1,14,24
1816,42054.67822,1,1,1,0,0,3,2,Somewhat difficult,2,6,2,2,2,PC,15,I play for fun,improving,Silver III,NA,8,2,2,1,3,3,3,0,3,4,0,3,4,2,3,4,0,0,2,Male,18,Student at school,Multiplayer - online - with strangers,Accept,8,14,37
1817,42054.67822,1,1,1,0,0,1,1,Somewhat difficult,5,6,6,4,5,PC,12,I play for fun,having fun,Gold V,NA,8,0,1,1,3,2,3,1,2,2,2,2,1,0,3,3,1,1,1,Male,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,5,26,28
1818,42054.67825,2,2,3,1,0,2,2,Somewhat difficult,2,2,4,3,1,PC,45,I play for fun,having fun,platinum ,NA,20,0,1,2,2,2,2,0,1,1,2,1,2,1,1,0,1,1,3,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,12,12,20
1819,42054.67825,1,0,0,0,1,1,0,Somewhat difficult,3,5,5,3,3,PC,20,I play for fun,improving,NA,NA,5,1,2,1,2,1,2,0,1,0,1,0,0,0,0,1,0,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,3,19,12
1820,42054.67826,1,1,0,0,0,0,1,Not difficult at all,2,2,2,1,1,PC,6,I play for fun,having fun,Gold,NA,15,0,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,Male,21,Student at school,Multiplayer - online - with strangers,Accept,3,8,8
1821,42054.67826,1,0,1,1,0,1,0,Somewhat difficult,1,3,1,1,1,PC,15,"most of the time i play for fun, except league i dont know why i still play this game.",having fun,diamond 5 in season 4,NA,3,1,0,4,4,2,4,2,4,4,4,4,2,0,4,2,2,3,2,Male,19,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,4,7,46
1822,42054.67826,1,0,0,0,0,0,0,Not difficult at all,2,5,4,2,2,PC,40,I play for fun,improving,gold v,NA,4,0,2,0,0,1,2,0,0,3,0,4,2,0,1,3,0,2,2,Male,18,Student at college / university,Multiplayer - online - with real life friends,NA,1,15,20
1823,42054.67826,0,0,0,1,2,1,0,Somewhat difficult,1,2,2,2,3,PC,30,I play for fun,winning,Platinum 2,NA,20,1,2,1,2,0,1,2,1,2,0,3,0,0,1,1,0,2,2,Male,18,Student at school,Singleplayer,Accept,4,10,19
1824,42054.67828,1,0,1,1,0,1,1,Not difficult at all,5,5,5,6,5,PC,18,I play for fun,having fun,silver,NA,4,1,1,1,1,0,1,0,1,1,0,2,1,0,0,0,0,0,3,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,5,26,10
1825,42054.67829,0,0,1,1,0,1,0,Somewhat difficult,2,3,5,2,2,PC,20,I play for fun,improving,Platinium,NA,10,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,3,14,5
1826,42054.67832,1,0,1,0,0,1,0,Somewhat difficult,5,5,7,6,4,PC,21,I play for fun,having fun,Platinum V,NA,12,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,2,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,3,27,7
1827,42054.67832,0,1,1,0,0,1,2,Not difficult at all,4,3,6,5,2,PC,25,I play for fun,having fun,Silver V,NA,5,0,0,1,3,1,2,3,3,2,1,2,1,0,2,3,0,1,3,Male,25,Employed,Multiplayer - online - with real life friends,Accept,5,20,25
1828,42054.67834,1,1,1,1,0,1,1,Somewhat difficult,3,4,4,5,4,PC,15,I play for fun,having fun,Silver 1,NA,5,0,1,3,2,0,0,0,4,4,0,3,0,2,1,0,0,1,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,6,20,21
1829,42054.67835,0,0,0,0,0,0,0,NA,4,5,4,1,4,PC,16,I play for fun,improving,PLAT3,NA,3,0,0,0,1,0,1,0,0,1,0,4,0,0,1,0,0,0,1,Male,21,Employed,Multiplayer - online - with strangers,Accept,0,18,8
1830,42054.67835,1,1,1,1,1,0,0,Not difficult at all,2,4,6,3,3,PC,40,I play for fun,having fun,diamond 5,NA,2,0,2,1,3,0,1,2,0,2,1,3,0,0,2,0,0,1,4,Male,24,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,5,18,18
1831,42054.67838,3,2,1,0,1,3,2,Somewhat difficult,3,5,4,1,1,PC,40,I play for fun,winning,Diamond,NA,15,0,4,2,3,1,2,0,1,1,2,3,2,2,4,4,1,0,2,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,12,14,32
1832,42054.67841,0,1,1,0,1,3,0,Somewhat difficult,4,5,4,3,3,PC,20,I play for fun,All 4 above,Gold,NA,10,2,0,0,0,3,2,0,0,1,0,2,0,1,1,2,2,0,3,Male,21,Employed,Multiplayer - online - with online acquaintances or teammates,NA,6,19,16
1833,42054.67851,1,0,0,0,1,2,0,Not difficult at all,6,6,7,6,5,PC,18,I play for fun,improving,Silver 1,NA,5,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,2,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,4,30,7
1834,42054.6786,0,1,1,0,0,1,0,Somewhat difficult,3,1,5,1,3,PC,50,I play for fun,improving,Diamond 3,NA,20,1,1,1,2,0,1,0,2,3,0,3,0,0,0,0,0,0,2,Male,20,Student at school,A bit of everything mostly multiplayer games tho,Accept,3,13,14
1835,42054.67861,1,0,0,0,0,0,1,Not difficult at all,6,6,5,5,4,PC,30,I play for fun,having fun,Gold in League of Legends,NA,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,Male,19,Student at college / university,Singleplayer,Accept,2,26,3
1836,42054.67866,0,1,2,0,1,2,1,Not difficult at all,2,5,6,6,3,PC,14,I play for fun,having fun,Silver,NA,5,1,1,1,2,0,1,1,1,2,1,3,0,1,3,3,1,1,1,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,7,22,23
1837,42054.67866,0,1,1,1,0,1,0,Very difficult,2,7,3,5,6,"Console (PS, Xbox, ...)",5,I play for fun,improving,NA,NA,2,2,4,0,1,2,1,2,0,1,0,2,2,0,2,3,0,0,1,Male,18,Student at school,Multiplayer - offline (people in the same room),Accept,4,23,22
1839,42054.67871,1,1,0,0,0,0,0,Somewhat difficult,3,4,5,3,3,PC,16,I play for fun,having fun,Unranked,NA,40,2,1,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,4,Male,24,Student at college / university,Multiplayer - online - with real life friends,Accept,2,18,10
1840,42054.67872,3,3,3,3,3,3,2,Extremely difficult,5,2,2,4,1,PC,30,I'm playing to improve and become a well known player in LoL and osu communities.,All of the above,"Placements, but I was Diamond I last season.",NA,0,3,2,4,3,4,4,4,4,2,3,0,4,0,4,4,1,2,2,Male,18,Student at school,Multiplayer - online - with strangers,Accept,20,14,48
1841,42054.67875,0,0,1,0,0,0,0,Not difficult at all,6,6,7,5,6,PC,20,I play for fun,having fun,Bronze 2,NA,0,1,1,2,3,0,2,0,1,3,1,2,0,0,1,3,1,0,1,Male,19,Student at school,Multiplayer - online - with real life friends,Accept,1,30,21
